Key,Type,Desc,English,Chinese (PRC),Chinese (Traditional),Japanese
i09/a4,Text,," Kio
【Why can you focus on using computer in such a dangerous world?】"," Kio
【在这个充满危机的世界里还能专心玩电脑啊？】"," Kio
【在這個充滿危機的世界裡還能專心玩電腦啊？】",
i09/a6,Text,," Kio
【Please don't be so cool....】"," Kio
【帅哥别那么高冷。。】"," Kio
【帥哥別那麼高冷。。】",
i09/a8,Text,," Kio
【Do you feel shy when girls talk to you?】"," Kio
【莫非你其实是个害怕和女生说话的宅男？】"," Kio
【莫非你其實是個害怕和女生說話的宅男？】",
i09/a10,Text,," Kio
【Hahaha.. You feel shy. I am sure.】"," Kio
【哈哈。。宅男。。哈哈哈。。。】"," Kio
【哈哈。。宅男。。哈哈哈。。。】",
i09/a11,Text,," Light
【Don't you see I am busy now!?】"," Light
【没看见我在忙么！！！！？】"," Light
【沒看見我在忙麼！！！！？】",
i09/a12,Text,," Kio
【......】"," Kio
【。。。。。。。。】"," Kio
【。。。。。。。。】",
i09/a13,Text,," Light
【Have you met any programmer before!!?】"," Light
【没见过程序员么！！！？】"," Light
【沒見過程式師麼！！！？】",
i09/a14,Text,," Kio
【Pro....pro what?】"," Kio
【程序猿！？什么生物？】"," Kio
【程式猿！？什麼生物？】",
i09/a15,Text,," Light
【Programmer!! I am a programmer!!】"," Light
【是员啊！是员！】"," Light
【是員啊！是員！】",
i09/a16,Text,," Light
【This is a game. Right?】"," Light
【这个世界是个游戏对吧？】"," Light
【這個世界是個遊戲對吧？】",
i09/a17,Text,," Light
【Who made the game? I did!】"," Light
【游戏怎么来的？是程序员造的！】"," Light
【遊戲怎麼來的？是程式師造的！】",
i09/a18,Text,," Light
【I made the wall! I made the room!】"," Light
【这面墙是我造的！这个房间是我造的！】"," Light
【這面牆是我造的！這個房間是我造的！】",
i09/a19,Text,," Light
【I made you walk! I made you talk!】"," Light
【你怎么走进来是我造的！你走多快是我造的！你说了啥话都是我造的！！】"," Light
【你怎麼走進來是我造的！你走多快是我造的！你說了啥話都是我造的！！】",
i09/a20,Text,," Light
【I have to sit and watching you. Once I make any mistake you will die!】"," Light
【我还得坐在这里管理着你们，一个出错的话你可能就无缘无故死掉了！】"," Light
【我還得坐在這裡管理著你們，一個出錯的話你可能就無緣無故死掉了！】",
i09/a21,Text,," Kio
【Well, I always die....】"," Kio
【。。。。。我确实会无缘无故的死得不明不白。。。】"," Kio
【。。。。。我確實會無緣無故的死得不明不白。。。】",
i09/a22,Text,," Light
【Sorry...】"," Light
【要你管。。。】"," Light
【要你管。。。】",
i09/a23,Text,," Light
【I apologize for my rudeness.】"," Light
【不好意思情绪有点激动。。。】"," Light
【不好意思情緒有點激動。。。】",
i09/a24,Text,," Kio
【I understand that I disturb you.】"," Kio
【理解理解，是我小女生有点烦人而已。】"," Kio
【理解理解，是我小女生有點煩人而已。】",
i09/a25,Text,," Light
【It doesn't matter.】"," Light
【倒不是烦人，毕竟你怎么说话都是我安排的。】"," Light
【倒不是煩人，畢竟你怎麼說話都是我安排的。】",
i09/a26,Text,," Light
【However, as a programmer, at most time I don't have meals regularly.】"," Light
【只是我在这里端坐了差不多一个小时了，有点饿。】"," Light
【只是我在這裡端坐了差不多一個小時了，有點餓。】",
i09/a27,Text,," Light
【And now I feel hungry.】"," Light
【程序员就是会忙得连饭都顾不上吃了。。。。】"," Light
【程式師就是會忙得連飯都顧不上吃了。。。。】",
i09/a28,Text,," Kio
【....(To much talking)】"," Kio
【。。。。。（话真多啊，怎么不留一口气暖肚）】"," Kio
【。。。。。（話真多啊，怎麼不留一口氣暖肚）】",
i09/a29,Text,," Light
【Do you have any spicy food? Would you pleased bring some to me?】"," Light
【对了你能带点东西给我吃吗？最近喜欢吃辣的。】"," Light
【對了你能帶點東西給我吃嗎？最近喜歡吃辣的。】",
i09/a30,Text,," Kio
【Yes I will. (Who cares?)】"," Kio
【我考虑考虑。（话痨闭嘴）】"," Kio
【我考慮考慮。（話癆閉嘴）】",
i09/b0,Text,," Light
【Do you bring some spicy food to me?】"," Light
【带了啥东西来吃？有辣的么？】"," Light
【帶了啥東西來吃？有辣的麼？】",
i09/b1,Text,," Kio
【No. (Who has this thing?)】"," Kio
【我找找看啊。（谁会有这种东西啊？）】"," Kio
【我找找看啊。（誰會有這種東西啊？）】",
i09/c0,Text,," Light
【Wow... This thing...】"," Light
【哇。。这个。。。。】"," Light
【哇。。這個。。。。】",
i09/c1,Text,," Light
【Delicious!!】"," Light
【好吃！！！】"," Light
【好吃！！！】",
i09/c2,Text,," Light
【It's my first time to eat this.】"," Light
【第一次吃啊，这辣味道，刚刚好！！】"," Light
【第一次吃啊，這辣味道，剛剛好！！】",
i09/c3,Text,," Light
【I can't stop!】"," Light
【嗯。。嗯。。。。停不下来！！】"," Light
【嗯。。嗯。。。。停不下來！！】",
i09/c4,Text,," Light
【Um!!!!!! Um um!!!!】"," Light
【嗯！！！！！！嗯嗯嗯嗯。。。】"," Light
【嗯！！！！！！嗯嗯嗯嗯。。。】",
i09/c5,Text,," Light
【I feel good now.】"," Light
【感觉舒服多了。】"," Light
【感覺舒服多了。】",
i09/h,Text,,Get master's blessing,获得了支配者的祝福,獲得了支配者的祝福,
i09/d0,Text,," Kio
【What is that on your head?】"," Kio
【头顶的东西能摘下来不？】"," Kio
【頭頂的東西能摘下來不？】",
i09/d1,Text,," Light
【No idea. You can ask Space.】"," Light
【别问我，问史悲。】"," Light
【別問我，問史悲。】",
i09/d2,Text,," Kio
【Space? Sounds like a fool.】"," Kio
【屎碑？跟你刚才给我的东西有关联的？】"," Kio
【屎碑？跟你剛才給我的東西有關聯的？】",
i09/d3,Text,," Light
【You are clever.】"," Light
【什么都瞒不过你。】"," Light
【什麼都瞞不過你。】",
i10/a,Text,," 大宝
【He is an idot.】"," 大宝
【会长是智障。】"," 大寶
【會長是智障。】",
i10/b0,Text,," 会长
【I have two stories. Which one would you like to hear?】"," 会长
【现在我有两个八卦，你要听哪个？】"," 會長
【現在我有兩個八卦，你要聽哪個？】",
i10/b1,Text,," 会长
【I have told you.】"," 会长
【我已经告诉你了。】"," 會長
【我已經告訴你了。】",
i10/c,Text,,"A.About a handsome guy
B.About Space","A.关于吴彦祖的八卦
B.关于史悲的八卦","A.關於吳彥祖的八卦
B.關於史悲的八卦",
i10/b2,Text,," 会长
【Well, That 's me.】"," 会长
【原来你这么想知道关于我的八卦？？】"," 會長
【原來你這麼想知道關於我的八卦？？】",
i10/b3,Text,," 会长
【I tell you.】"," 会长
【我告诉你。】"," 會長
【我告訴你。】",
i10/b4,Text,," 会长
【Space wants to sleep with me.】"," 会长
【其实史悲的梦想是操吴亦凡！】"," 會長
【其實史悲的夢想是操吳亦凡！】",
i11/sa0,Text,," 三口
【Hello guys.】"," 三口
【你好，我叫三口】"," 三口
【你好，我叫三口】",
i11/sa1,Text,," 三口
【******】"," 三口
【口艾口牙口畏】"," 三口
【口艾口牙口畏】",
i11/sa2,Text,," 三口
【*********】"," 三口
【燃指组成员】"," 三口
【燃指組成員】",
i11/sa3,Text,," 三口
【I finish my introduction.】"," 三口
【我的梦想是做一条咸鱼。】"," 三口
【我的夢想是做一條鹹魚。】",
i11/en,Text,," EN
【(  ＾-＾)Fuck you！】"," EN
【(  ＾-＾)Fuck you！】"," EN
【(  ＾-＾)Fuck you！】",
i11/50,Text,," 九日五花肉
【Hey guys.】"," 九日五花肉
【你好，我是九日五花肉。】"," 九日五花肉
【你好，我是九日五花肉。】",
i11/51,Text,," 九日五花肉
【I love EN!!】"," 九日五花肉
【我爱EN！！！！！！！】"," 九日五花肉
【我愛EN！！！！！！！】",
i11/52,Text,," 九日五花肉
【I want to stand next to EN!!】"," 九日五花肉
【我站在EN旁边！！！！】"," 九日五花肉
【我站在EN旁邊！！！！】",
i11/54,Text,," 九日五花肉
【Bye.】"," 九日五花肉
【再见。】"," 九日五花肉
【再見。】",
i11/m,Text,," 啃了个鸡
【Have you seen my pick?】"," 啃了个鸡
【你看到了我的拨片了吗？】"," 啃了個雞
【你看到了我的撥片了嗎？】",
i11/m0,Text,," 大梦梦
【Hi girl. Smile.】"," 大梦梦
【妞儿，给爷笑一个~】"," 大夢夢
【妞兒，給爺笑一個~】",
i11/m1,Text,," 大梦梦
【You don't smile? I smile.】"," 大梦梦
【妞儿不笑，爷笑~】"," 大夢夢
【妞兒不笑，爺笑~】",
i11/m2,Text,," 大梦梦
【Cheers.】"," 大梦梦
【嘻嘻嘻嘻嘻嘻嘻嘻~】"," 大夢夢
【嘻嘻嘻嘻嘻嘻嘻嘻~】",
i11/p0,Text,," 小p
【Why do you park here?】"," 小p
【慢着~！为什么在这里停车~！】"," 小p
【慢著~！為什麼在這裡停車~！】",
i11/p1,Text,," 小p
【No. Here is not a parking lot!】"," 小p
【不对~！这里不是停车场~！】"," 小p
【不對~！這裡不是停車場~！】",
i11/p2,Text,," 小P
【Please don't....Ah... Um...】"," 小P
【我才不是停车牌~！】"," 小P
【我才不是停車牌~！】",
i11/x,Text,," 小坞帅
【Magic girl!】"," 小坞帅
【魔法小辣鸡】"," 小塢帥
【魔法小辣雞】",
i11/y,Text,," 影猫
【Delay no more! (Cantonese)】"," 影猫
【叼！讲呢D】"," 影貓
【叼！講呢D】",
i11/y1,Text,," 影猫
【My car is good!!】"," 影猫
【车匙代号OSR-005，经典值得信赖。】"," 影貓
【車匙代號OSR-005，經典值得信賴。】",
i11/y2,Text,," 影猫
【I love Nintendo.】"," 影猫
【我爱任天堂。】"," 影貓
【我愛任天堂。】",
i11/t0,Text,," 茶田曙迹
【I like beef!】"," 茶田曙迹
【喜欢牛肉！】"," 茶田曙跡
【喜歡牛肉！】",
i11/t1,Text,," 茶田曙迹
【I want beef...】"," 茶田曙迹
【想吃牛肉。。。】"," 茶田曙跡
【想吃牛肉。。。】",
i11/pe,Text,," penn
【I wish I have a good luck.】"," penn
【希望最近可以好运些。】"," penn
【希望最近可以好運些。】",
i11/j0,Text,," Jor
【I am waiting for Kio.】"," Jor
【我在等一个叫Kio的人。】"," Jor
【我在等一個叫Kio的人。】",
i11/j1,Text,," Jor
【Space said Kio is able to get me out of here.】"," Jor
【史悲说她可以带我离开这里。】"," Jor
【史悲說她可以帶我離開這裡。】",
savepants/f03,Text,,Behind school,学校后面,學校後面,
menus/q,Text,,Quit to the title?,要退出游戏吗？,要退出遊戲嗎？,
d04/lock,Text,," Kio
【It's locked.】"," Kio
【门锁上了，打不开。】"," Kio
【門鎖上了，打不開。】",
menus/inven full,Text,,Inventory is full,物品栏满了,物品欄滿了,
menus/locker full,Text,,Locker is full,仓库满了,倉庫滿了,
e03h/0,Text,," Kio
【This place?】"," Kio
【这。。。。。。这里！？】"," Kio
【這。。。。。。這裡！？】",
e03h/1,Text,," Kio
【A distorted room!?】"," Kio
【怎么会有这样的地方！？！？】"," Kio
【怎麼會有這樣的地方！？！？】",
e03h/2,Text,," Kio
【What the hell is it!?】"," Kio
【是。。是什么鬼？！】"," Kio
【是。。是什麼鬼？！】",
d03/lock,Text,," Kio
【It's locked. I think I have to find a key to open it.】"," Kio
【被锁上了，需要钥匙才能打开。】"," Kio
【被鎖上了，需要鑰匙才能打開。】",
d03/use key,Text,,Use the key to open?,要使用住宅钥匙打开吗？,要使用住宅鑰匙打開嗎？,
savepants/b07,Text,,Yard,庭院,庭院,
savepants/b11,Text,,West library,图书馆西侧,圖書館西側,
i03/ball,Text,," Kio
【A Poke ball?】"," Kio
【一个精灵球？】"," Kio
【一個精靈球？】",
savepants/b02,Text,,Library,图书馆大厅,圖書館大廳,
savepants/a10,Text,,Exit,地牢出口,地牢出口,
savepants/ji he,Text,,Office,机核网,機核網,
pic2/title,Sprite,,英文版标题,合成 1_00130,合成 1_00130,
pic2/c maping,Texture,,诅咒的地图2,诅咒的地图,诅咒的地图,
pic2/b book,Text,,"Hints
How to prevent the enemies being revived.

You have to kill all the enemies in once getting a new place, if there are any enemies.

Otherwise the enemies will be revived, if you don't kill them all.","《说明书》
如何完全杀掉游戏里的怪物。
例如在一个房间里面，出现两只怪物，当时
只杀死其中一只的时候离开房间，再进去。
怪物会重新刷新。

如果想要把他们完全杀掉。
必须要把两只怪物都杀掉。

同样道理，

如果有三只怪物，那就必须要三只全部杀掉
怪物才不会刷新。","《說明書》
如何完全殺掉遊戲裡的怪物。
例如在一個房間裡面，出現兩隻怪物，當時
只殺死其中一隻的時候離開房間，再進去。
怪物會重新刷新。

如果想要把他們完全殺掉。
必須要把兩隻怪物都殺掉。

同樣道理，

如果有三隻怪物，那就必須要三隻全部殺掉
怪物才不會刷新。",
ending,Sprite,,制作名单滚动2,制作名单滚动,制作名单滚动,
e02/l0,Text,," Kio
【This door seems like that it can only be opened by an ID card.】"," Kio
【嗯？不是用钥匙的门】"," Kio
【嗯？不是用鑰匙的門】",
e02/l1,Text,," Kio
【I have to look for that kind of thing.】"," Kio
【好像是需要用磁卡打开。】"," Kio
【好像是需要用磁卡打開。】",
f03/don't go back,Text,," Kio
【Please don't go back...】"," Kio
【不想回头了。】"," Kio
【不想回頭了。】",
e02/to open?,Text,,Try the ID card to open?,要使用磁卡开门吗？,要使用磁卡開門嗎？,
